brand,name,price,decimals,currency,price_without_vat,availability,description
LENOVO,Lenovo YOGA 720-13IKB I7 8550U 16GB 512GB W10 – Portátil,1527,"0,65",€,"1262,52€ (sin IVA)",,"El Yoga 720 es uno de los modelos 2 en 1 de 33,78 cm (13,3″) más ligeros del mercado. Tan solo mide 14,3 mm de grosor y es peso pluma: 1,3 kg. Dondequiera que te lleve la vida, te acompañará sin problemas. Tanto si vas de reunión en reunión como si trabajas desde un café, la batería es más que suficiente para funcionar sin parar. Además, el Yoga 720 incorpora un puerto USB 3.0 con carga siempre activa, con la que podrás cargar tus dispositivos favoritos incluso con el portátil apagado. No volverás a depender de ningún enchufe. Disfruta de colores impactantes y el máximo nivel de detalle con una pantalla Full HD de alta definición, con bordes ultra delgados en tres laterales, para potenciar al máximo tu experiencia como espectador. Disfruta de tus películas o habla por el chat de vídeo con un amigo a tres continentes de distancia. Verás cada detalle con una claridad asombrosa. De la mano de los altavoces estéreo JBL de categoría superior Dolby® Audio Premium™, podrás disfrutar de la sensación envolvente virtual de un sonido con distorsión reducida. Tanto si quieres que suene tu lista de reproducción favorita como si debes asistir a una conferencia telefónica, no te perderás ni un detalle, con independencia del volumen que elijas. El Yoga 720 es el primer portátil convertible del mundo en incorporar un procesador Intel Core i7 . Realiza varias tareas a la vez con mayor comodidad y disfruta de su procesamiento más rápido, potencia para juegos y representación de vídeo y diseño gráfico avanzados en una carcasa de primera calidad. Además, el almacentamiento SSD PCle de 512GB hará que las transferencias de datos y los arranques tengan la velocidad de un relámpago, y con una memoria DDR4 de 16 GB, podrás utilizar más aplicaciones y abrir programas y archivos más grandes y pesados sin que el funcionamiento se ralentice nunca. El Yoga 720 viene con Windows 10, provisto de una gran variedad de funcionalidades nuevas para facilitarte la vida. Descubre Cortana, tu asistente digital personal, una herramienta destinada a responder a tus preguntas, abrir las aplicaciones que necesites, crear recordatorios e, incluso, avisarte de citas registradas en tu calendario. Sencillamente escribe tu petición en la barra de búsqueda o dila en voz alta. Podrás usar Cortana en miles de aplicaciones y servicios, por lo que siempre encontrarás las respuestas que buscas. Y lo mejor de todo es que Cortana es compatible con todos los dispositivos que usen Windows 10, lo que te ayudará a tenerlo todo mejor organizado. El portátil Yoga 720 incluye dos puertos USB-C, uno de los cuales cuenta con Thunderbolt ™ 3: la revolucionaria tecnología de conexión compatible con pantallas de alta resolución, dispositivos de datos de alto rendimiento y una carga rápida. Conecta tu portátil a varias pantallas* para sincronizar y hacer copias de seguridad a una velocidad de hasta 40 Gbps: ¡ocho veces más rápido que un puerto USB 3.0! Ya puedes capturar y editar transmisiones de vídeo en tiempo real o realizar una conexión en cadena con otros dispositivos para simplificar tu flujo de trabajo. nicia sesión en tu Yoga 720 tres veces más rápido con el lector de huellas dactilares opcional y olvídate de las incomodidades de las contraseñas. También podrás realizas pagos seguros mediante PayPal y, con Windows Hello, acelerarás el inicio de sesión en sitios como Dropbox y muchos más con solo tocar con el dedo."
MSI,MSI GS73 006XES I7 8750 16G 1TB+256GB 1050 Ti DOS – Portátil,1549,0,€,"1280,17€ (sin IVA)",,"Prepárate para sentir todo el poder del juego con el portátil gaming MSI GS73 Stealth 8RD-006XES . Un portátil dotado con un procesador Intel Core i7, 16GB de RAM, 1TB y 256GB SSD de almacenamiento, y todo bajo una potente gráfica NVIDIA GeForce® GTX 1050 Ti 4GB GDDR5. J151"
MSI,MSI GE73 023XES i7 8750 16GB 1TB+256GB 1060 DOS – Portátil,1549,0,€,"1280,17€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GE73 RGB 8RE-023XES Raider . Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1060 6GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 17.3” con un 94% de NTSC y 120hz para poder ver como nunca tus juegos. Con teclado Steelseries iluminado todo color RGB Tecla a Tecla sin duda un portátil de ultimas prestaciones con un precio inigualable en Life Informatica. J151"
MSI,MSI P65 007ES i7 8750 16GB 512GB 1050 Ti W10 – Portátil,1599,0,€,"1321,49€ (sin IVA)",,"Montado con un chasis de aluminio ultra ligero, el P65 ha sido creado para ser duradero, portable y llevarlo donde quieras. Con un procesador i7 8750 de octava generación , 16GB de RAM a 2666Mhz y 512GB de SSD MVME PCIe Súper rápido , con la gráfica GTX 1060 podrás trabajar con múltiples aplicaciones a la vez sin notar ningún tipo ralentización. Este portátil ya viene preparado para abrir y usar gracias al sistema operativo Windows 10 que viene ya pre-instalado. Descúbrelo ya en las tiendas de LIFE Informatica."
MSI,MSI GS63 012XES i7 8750 16GB 1TB+256GB 1060 DOS – Portátil,1599,0,€,"1321,49€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GS63 8RE 012XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1060 Ti con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica – GeForce Max-Q"
GIGABYTE,Gigabyte Sabre 15W i7 8750 16GB 1T+256G 1060 W10 – Portátil,1605,"0,59",€,"1326,94€ (sin IVA)",Sólo queda 1 unidad,"Gigabyte Sabre 15-W es uno de los últimos modelos de portátiles Gigabyte que te proporcionará un rendimiento excelente gracias a la combinación de los gráficos Nvidia GeForce y un procesador Intel Core. Este potente portátil con el que podrás jugar a todos tus juegos favoritos gracias a su configuración, cuenta con un procesador intel i7 y 16GB de memoria RAM, todo ello combinado con un disco HDD de 1TB más 256GB SSD de almacenamiento, y una tarjeta gráfica GTX 1060 GDDR5 6GB. Sin duda, la mejor la combinación para ganarlos a todos en cualquier parte."
APPLE,"Apple MacBook Pro 13 i5 2,3Ghz 8GB 256GB – Portátil",1616,"0,13",€,"1335,64€ (sin IVA)",,"Intel Core i5 de doble núcleo a 2,3 GHz de séptima generación (Turbo Boost de hasta 3,6 GHz) 8 GB de memoria LPDDR3 a 2.133 MHz 256 GB de almacenamiento SSD Intel Iris Plus Graphics 640 Dos puertos Thunderbolt 3 Teclado retroiluminado – Español Kit de accesorios Trackpad Force Touch"
LENOVO,Lenovo YOGA 920-13IKB i7 8550 8GB 512GB W10 – Portátil,1617,"0,18",€,"1336,51€ (sin IVA)",,"La bisagra de cadena de reloj del Yoga 920 se rota sin problema para adaptarse a cada situación, con la resistencia y estabilidad necesarias según el modo elegido. En la misma bisagra se integran a antena wifi y los conductos de ventilación,  garantizando una superficie uniforme y total confort a la hora de escribir. Y lo mejor de todo, es que su diseño protege el procesador del daño causado por la acumulación de polvo."
ASUS,ASUS GL702VM-BA310T i7 7700 16GB 1TB+128 1060 W10 – Portátil,1627,"0,22",€,"1344,81€ (sin IVA)",,"El Asus Rog Strix GL702VM  es el portátil gamer de 17 pulgadas compacto con el que podrás disfrutar de tus juegos favoritos de forma inigualable gracias al rendimiento de su hardware. Integra el procesador de última generación intel i7 7700HQ de cuatro núcleos, una tarjeta gráfica dedicada Nvidia GTX 1060 de 6GB junto a sus 16 Gb de memoria ram DDR4 no abrá juego que  se te resista. Preparado para la Realidad Virtual."
MSI,MSI GE63 020ES i7 8750 16GB 1TB+256GB 1060 W10 – Portátil,1649,0,€,"1362,81€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GE63 RGB 8RE-020ES Raider . Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1060 6GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC y 120hz para poder ver como nunca tus juegos. Con teclado Steelseries iluminado todo color RGB Tecla a Tecla sin duda un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI GF62 048ES I7 8750 16GB 1TB+256GB 1060 W10 – Portátil,1649,0,€,"1362,81€ (sin IVA)",,"Procesadores de octava generación Intelï Core ï i7,ïDa un gran salto en el rendimiento con los primeros procesadores portátiles Hexa Core! Experimente una jugabilidad mejorada y una representación más rápida hasta en un 40% con los nïcleos adicionales. Cuantos más, mejor!,La última gráfica NVIDIA GeForceï GTX 1060&nbsp está preparada para sorprenderte en los portátiles MSI Gaming,Con la innovadora solución de refrigeración Cooler Boost 4 y las características de juego exclusivas de MSI para jugadores, la GPU GeForceï GTX 1060 de NVIDIA lanza su rendimiento completo en los portátiles de juego MSI. El rendimiento 3D de la GPU GeForceï GTX 1060 es mejor que los gráficos GeForceï GTX 970M.,Multitarea con un máximo de 3 monitores,Expande tu visión para una experiencia gaming extrema. Matrix Display soporta hasta dos monitores externos de forma simultánea mediante un HDMI 1.4 y un Mini DisplayPort 1.2. La multitarea es posible incluso en partidas competitivas. Conecta tu portátil a una televisión de alta definición, Matrix Display soporta salida 4K con resolución 3840 x 2160, esta tecnología crea un ambiente ideal para jugar, además de una experiencia multimedia muy satisfactoria.,Cooler Boost 4,Diseño de Refrigeración mejorado para una alta potencia gaming,El calor es uno de los elementos originales de la tierra. Es pura física que más energía creé más calor. La refrigeración es una batalla que es difícil de vencer, la exclusiva tecnología e MSI, Cooler Boost 4 creada dos módulos térmicos colocando dedicados heat pipes para la GPU y CPU. Un click en el botín para acelerar los ventiladores y el conjunto de 6 heat pipes además de los dos ventiladores expulsaron el calor fuera del sistema, maximizando el rendimiento de la refrigeración hasta el nivel más alto.,AUDIO BOOST,Utilizando amplificadores de auriculares específicos, junto con una circuitería aislada y conectores en oro, Audio Boost entrega la experiencia mis avanzada jamás vista en un portátil gaming. El rendimiento del audio ha sido incrementado un 30% comparado con la generación anterior. J151"
MSI,MSI GE63 039XES i7 8750 16GB 1TB+256GB 1070 DOS – Portátil,1669,0,€,"1379,34€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GE63 RGB 8RF-039XES Raider . Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1070 8GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC y 120hz para poder ver como nunca tus juegos. Con teclado Steelseries iluminado todo color RGB Tecla a Tecla sin duda un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI GF72 047ES i7 8750 16GB 1TB+256 1060 W10 – Portátil,1699,0,€,"1404,14€ (sin IVA)",Sólo quedan 2 unidades,"Prepárate para sentir todo el poder del juego con el GF72 047ES, un potente ordenador portátil de MSI. Un portátil Gaming dotado con un procesador Intel Core i7, 16GB de RAM, 1TB de almacenamiento y 256GB SSD, y todo bajo una potente gráfica NVIDIA GeForce® GTX 1060 6GB GDDR5"
GIGABYTE,Gigabyte Aero14K V8 i7 8750 16 512 1050Ti W10 14 – Portátil,1705,"0,59",€,"1409,58€ (sin IVA)",,"Te presentamos el portátil gaming Aero 14 de Gigabyte, un ordenador muy potente, fabricado para jugar, con procesador Intel Core i7 8750H, 16GB de RAM DDR4, 512GB de SSD, tarjeta gráfica Nvida 1050Ti con 4GB de GDDR5 y pantalla de 14″."
MSI,MSI GE73 021XES i7 8750 16GB 1TB+256GB 1070 DOS – Portátil,1759,0,€,"1453,72€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GE73 RGB 8RF-021XES Raider . Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1070 8GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 17.3” con un 94% de NTSC y 120hz para poder ver como nunca tus juegos. Con teclado Steelseries iluminado todo color RGB Tecla a Tecla sin duda un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI P65 006ES i7 8750 16GB 512GB 1060 W10 – Portátil,1799,0,€,"1486,78€ (sin IVA)",,"Montado con un chasis de aluminio ultra ligero, el P65 ha sido creado para ser duradero, portable y llevarlo donde quieras. Con un procesador i7 8750 de octava generación , 16GB de RAM a 2666Mhz y 512GB de SSD MVME PCIe Súper rápido , con la gráfica GTX 1060 podrás trabajar con múltiples aplicaciones a la vez sin notar ningún tipo ralentización. Este portátil ya viene preparado para abrir y usar gracias al sistema operativo Windows 10 que viene ya pre-instalado. Descúbrelo ya en las tiendas de LIFE Informatica."
ASUS,ASUS GL504GM-ES321T i7 8750 16G 1T+256G 1060 W10 – Portátil,1799,0,€,"1486,78€ (sin IVA)",,"El GL504GM-ES321T es un portátil gaming que incorpora un potente procesador Intel® Core™ i7-8750H, con 16GB de RAM y una gráfica NVIDIA® GeForce® GTX 1060 de 6GB, Tambien, cuenta con un SSD de 256GB y un disco duro de 1TB, pantalla Full HD a 144 Hz y una amplia conectividad. Con un teclado RGB con el que podras jugar a tus juegos personalizandolo a tu gusto."
MSI,MSI GS73VR-069XES i7 7700 16GB 1TB+512G 1070Q DOS – Portátil,1799,0,€,"1486,78€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el portátil GS73VR 7RG-069XES Stealth Pro de MSI, un portátil gaming con procesador Intel Core i7, 16GB de RAM, 1TB de disco duro más 512GB de SSD y gráfica Nvidia GeForce GTX 1070. – GeForce Max-Q"
MSI,MSI GE63VR 227XES i7 7700 16GB 1TB+512GB 1070 DOS – Portátil,1805,"0,59",€,"1492,23€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el portátil GE63VR 7RF-227XES de MSI, un portátil gaming con procesador Intel Core i7,7700  16GB de RAM, 1TB de disco duro y 512GB de SSD , equipado con una  gráfica Nvidia GeForce GTX 1070."
MSI,MSI GE63 040ES i7 8750 16GB 1TB+512 1070 W10 – Portátil,1869,0,€,"1544,63€ (sin IVA)",Sólo quedan 2 unidades,"Te presentamos el nuevo portátil GE63 RGB 8RF-040ES Raider . Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 512GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1070 8GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC y 120hz para poder ver como nunca tus juegos. Con teclado Steelseries iluminado todo color RGB Tecla a Tecla sin duda un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI GS73 007XES i7 8750 16GB 1TB+256GB 1070 DOS – Portátil,1899,0,€,"1569,43€ (sin IVA)",,"Te presentamos el portátil GS73 Stealth 8RF-007ES de MSI, un portátil gaming con procesador Intel Core i7, 16GB de RAM, 1TB de disco duro más 256GB de SSD y gráfica Nvidia GeForce GTX 1070. J151"
LENOVO,Lenovo 920-13IKB i7 8550 8GB 512GB W10 13.9FHD – Portátil,1913,"0,75",€,"1581,61€ (sin IVA)",,"Intel® Core™ i7-8550U, 8GB RAM DDR4, 512GB SSD, pantalla 13.9″ IPS LED FullHD, Intel® UHD Graphics 620, plegable 360º, 4 modos de uso, multitáctil, USB-C Thunderbolt, lector de huellas, WiFi-ac Intel dual con Bluetooth 4.1, Windows 10 Home, color cobre (Copper)"
MSI,MSI P65 005ES i7 8750 16GB 1TBSSD 1060 W10 – Portátil,1999,0,€,"1652,07€ (sin IVA)",Sólo queda 1 unidad,"Montado con un chasis de aluminio ultra ligero, el P65 ha sido creado para ser duradero, portable y llevarlo donde quieras. Con un procesador i7 8750 de octava generación , 16GB de RAM a 2666Mhz y 512GB de SSD MVME PCIe Súper rápido , con la gráfica GTX 1060 podrás trabajar con múltiples aplicaciones a la vez sin notar ningún tipo ralentización. Este portátil ya viene preparado para abrir y usar gracias al sistema operativo Windows 10 que viene ya pre-instalado. Descúbrelo ya en las tiendas de LIFE Informatica."
ASUS,ASUS G752VS BA263T i7 7700 16GB 1TB+256G 1070 W10 – Portátil,2013,"0,71",€,"1664,23€ (sin IVA)",Sólo queda 1 unidad,"El Asus G752VS es la herramienta perfecta para el Gamer más exigente,  da una potencia extraordinaria gracias a su procesador de alto rendimiento i7 7700HQ de cuatro núcleos, al incluír una tarjeta gráfica de última generación  Nvidia GTX 1070, es capaz de mover cualquier juego con una alta tasa de frames y sin perder detalle gracias a su pantalla de 17” con una resolución FullHD (1920 x 1080 ) . Capaz de mover muchas aplicaciones al mismo tiempo ya que integra 16Gb de memoria RAM y es ampliable hasta 64 GB para los programas más exigentes. La carga de programas y juegos se acelera hasta 10 veces y todo ello es posible por la integración del SSD de 256 GB y un disco de 1 TB de almacenamiento para las descargas . Cabe destacar su capacidad de disipación gracias a sus tubos de cobre independiente para tarjeta gráfica y procesador y a su carcasa de aluminio , trabaja con temperaturas no muy elevadas para las prestaciones que nos ofrece."
MSI,MSI GE73 029ES i7 8750 16GB 1TB+512GB 1070 W10 – Portátil,2099,0,€,"1734,71€ (sin IVA)",,"Te presentamos el nuevo portátil GE73 RGB 8RF-029ES Raider . Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 512GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1070 8GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 17.3” con un 94% de NTSC y 120hz para poder ver como nunca tus juegos. Con teclado Steelseries iluminado todo color RGB Tecla a Tecla sin duda un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
GIGABYTE,Gigabyte Aero15WV8 i7 8750 16GB 512GB 1060 W10Pro – Portátil,2099,0,€,"1734,71€ (sin IVA)",,"El AERO 15 utiliza tecnología de punta en la fabricación de chasis, el CNC (Computer Numerical Control) es una automatización de máquinas-herramienta precisas que crea chasis bien detallado. El AERO 15 se adapta a sus necesidades de rendimiento a estilo. El rendimiento de AERO 15 se diferencia del resto. Empaquetado dentro del AERO 15 es el último 8º gen Intel® Core ™ i7-8750HQ, gráficos NVIDIA® GeForce® GTX 1060 GDDR5 6GB, RAM DDR4 ultrarrápida, PCIe M.2 y mucho más."
MSI,MSI P65 445ES i7 8750 16GB 512GB 1070 W10 – Portátil,2199,0,€,"1817,36€ (sin IVA)",Sólo queda 1 unidad,"Montado con un chasis de aluminio ultra ligero, el P65 ha sido creado para ser duradero, portable y llevarlo donde quieras. Con un procesador i7 8750 de octava generación , 16GB de RAM a 2666Mhz y 512GB de SSD MVME PCIe Súper rápido , con la gráfica GTX 1070 podrás trabajar con múltiples aplicaciones a la vez sin notar ningún tipo ralentización. Este portátil ya viene preparado para abrir y usar gracias al sistema operativo Windows 10 que viene ya pre-instalado. Descúbrelo ya en las tiendas de LIFE Informatica."
MSI,MSI GE73VR 257ES i7 7700 16GB 1TB+512GB 1070 W10 – Portátil,2249,0,€,"1858,68€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el portátil GE73VR 7RF-257ES de MSI, un portátil gaming con procesador Intel Core i7, 16GB de RAM, 1TB de disco duro más 512GB de SSD y gráfica Nvidia GeForce GTX 1070."
MSI,MSI GS65-251ES i7 8750 16GB 512GB 1070 W10 – Portátil,2269,0,€,"1875,21€ (sin IVA)",Sólo queda 1 unidad,"Octava generación de procesadores Intel Core i7-8750H. Da un gran salto en el rendimiento con los primeros procesadores de portátiles Hexa Core! Experimenta el juego mejorado y una renderizacion más rápida hasta en un 40% con los núcleos adicionales. Cuantos más, mejor!,Portátil gaming ultra fino de 15.6″ con GeForceï GTX 1070 8GB GDDR5. Con el innovador Cooler Boost y las características gaming únicas de MSI creadas por y para gamers, lo último en GeForce de NVIDIA, la GTX 1070, se lanza al terreno de los portátiles para un máximo rendimiento.,Primer portïtil gaming fino con monitor a 144Hz. La pantalla gaming más rápida te ofrece los efectos visuales más vibrantes para disfrutar al máximo del juego. Maximice la visión con un marco ultra fino de 4,9 mm y una relaciïn pantalla de 82%. Una cámara situada en la parte superior hace que la transmisión se realice en el mejor ángulo.,Teclado gaming RGB tecla a tecla de Steelseries. Cada detalle está especialmente calculado y diseñado para jugadores profesionales, y ahora es tuyo. Este teclado tiene retroiluminación RGB, diseño ergonómico con desplazamiento de la llave de 1,9 mm para una mejor respuesta táctil y táctil, zona WASD óptima y soporte anti-fantasmas para hasta 45 teclas. La solución de blindaje de nivel mecánico hace que el teclado para juegos sea el más sólido de todos los tiempos.,Nuevo Dragón Center con exclusivo modo gaming"
GIGABYTE,Gigabyte Aero15X V8 i7-8750 16GB 512 1070 W10Pr – Portátil,2365,"0,59",€,"1955,04€ (sin IVA)",,"Traer de vuelta el arte de la artesanía. El AERO 15 utiliza tecnología puntera para la fabricación del chasis, el CNC (Computer Numerical Control) es una automatización de herramientas precisas que fabrica chasis bien detallados."
HP,HP ZBook Studio G3 Mobile Workstation,2395,"0,7",€,"1979,92€ (sin IVA)",Sólo quedan 2 unidades,"Ultrabook – Core i7 6700HQ / 2.6 GHz – Windows 7 Professional 64-bit Edition / Windows 10 Pro 64-bit Edition downgrade – preinstalado: Windows 7 – 8 GB RAM – 256 GB SSD HP Z Turbo Drive – sin unidad óptica – 15.6″ IPS 1920 x 1080 ( Full HD ) – NVIDIA Quadro M1000M / Intel HD Graphics 530 – 802.11ac, Bluetooth – Space Silver"
GIGABYTE,Gigabyte Aero15X V8 4K i7 8750 16G 512G 1070 W10P – Portátil,2505,"0,59",€,"2070,74€ (sin IVA)",,"Traer de vuelta el arte de la artesanía. El AERO 15 utiliza tecnología puntera para la fabricación del chasis, el CNC (Computer Numerical Control) es una automatización de herramientas precisas que fabrica chasis bien detallados."
MSI,MSI GS65 250ES i7 8750 32GB 1TB 1070 W10 – Portátil,2699,0,€,"2230,58€ (sin IVA)",Sólo quedan 2 unidades,"Prepárate para sentir todo el poder del juego con el potente ordenador portátil de MSIGS65 Stealth Thin 8RF-520ES. Un portátil Gaming dotado con un procesador Coffeelake i7, 32GB de RAM, 1TB SSD de almacenamiento, y todo bajo una potente gráfica NVIDIA GeForce® GTX 1070 8GB GDDR5."
MSI,MSI GT75 278ES i7 8750 16GB 1TB+256 1080 W10 – Portátil,2699,0,€,"2230,58€ (sin IVA)",Sólo queda 1 unidad,"Especificaciones:. Procesador. Coffeelake i7-8750H+CM246. Pantalla. 17.3′ FHD (1920*1080), 120Hz wideview 94%NTSC color Anti-Glare 3ms. Memoria RAM. DDR4 16GB (2666MHz). Almacenamiento. 256GB NVMe PCIe Gen3x4 SSD +1TB (SATA) 7200rpm. Gráficos. GeForceï GTX 1080, 8GB GDDR5X. Unidad óptica. No. Red inalámbrica. Killer Wireless-AC 1550 (2*2 a/c) + BT5. Red. Aquantia Multi-Gig LAN with Killer software. Interfaz. 1x Type-C (USB3.1 Gen2 / DP / Thunderboltï3). 5x Type-A USB3.1 Gen2. 1x RJ45. 1x Mini-DisplayPort. 1x Mic-in. 1x Headphone-out (HiFi / SPDIF). 1x Line-in. 1x Line-out. Batería. 8 cell /5225mAH. Sistema operativo. Windowsï 10 Home Advanced"
